date,"(1,1)","(1,2)","(1,3)","(1,4)","(1,5)","(2,1)","(2,2)","(2,3)","(2,4)","(2,5)","(3,1)","(3,2)","(3,3)","(3,4)","(3,5)","(4,1)","(4,2)","(4,3)","(4,4)","(4,5)","(5,1)","(5,2)","(5,3)","(5,4)","(5,5)"
192806,0.0002,0.0006,0.0011,0.0016,0.0035,0.0033,0.0056,0.006,0.0043,0.0052,0.0116,0.0102,0.0096,0.0089,0.0087,0.0373,0.0358,0.0259,0.0235,0.0068,0.3037,0.2107,0.168,0.1,0.0078
192807,0.0003,0.0004,0.0009,0.002,0.0031,0.003,0.0049,0.0047,0.0045,0.0047,0.0093,0.0111,0.0105,0.0113,0.0077,0.0296,0.0366,0.0308,0.024,0.0074,0.3147,0.1712,0.2229,0.071,0.0135
192808,0.0003,0.0004,0.0009,0.0019,0.003,0.003,0.0047,0.0046,0.0045,0.0046,0.0092,0.0109,0.0103,0.0112,0.0078,0.0296,0.0362,0.031,0.0242,0.0074,0.3177,0.1704,0.2221,0.0704,0.0135
192809,0.0003,0.0004,0.0009,0.0018,0.0029,0.003,0.0046,0.0045,0.0044,0.0045,0.0091,0.0112,0.0105,0.0109,0.0079,0.0306,0.0367,0.0309,0.0244,0.0075,0.323,0.1701,0.218,0.0688,0.0133
192810,0.0003,0.0004,0.0009,0.0018,0.0033,0.003,0.0046,0.0046,0.0045,0.005,0.0092,0.0114,0.0108,0.0114,0.008,0.0315,0.038,0.0311,0.0245,0.0077,0.3217,0.1674,0.2175,0.0677,0.0139
192811,0.0003,0.0004,0.0009,0.0018,0.0034,0.0031,0.0046,0.0047,0.0045,0.0049,0.0096,0.0118,0.0109,0.0112,0.0077,0.0313,0.037,0.0301,0.0253,0.0074,0.3219,0.1695,0.2174,0.0662,0.0143
192812,0.0002,0.0004,0.0009,0.0019,0.0035,0.0029,0.0045,0.0046,0.0045,0.0048,0.0093,0.0117,0.0116,0.0114,0.0074,0.0311,0.037,0.0295,0.0243,0.0075,0.3195,0.1674,0.2243,0.0646,0.0151
192901,0.0002,0.0004,0.0009,0.0018,0.0033,0.0026,0.0043,0.0043,0.0043,0.0048,0.0092,0.0117,0.0116,0.0115,0.0074,0.0319,0.0382,0.0294,0.0247,0.0073,0.3202,0.1684,0.2215,0.065,0.0151
192902,0.0002,0.0004,0.0008,0.0019,0.0033,0.0025,0.0042,0.0042,0.0041,0.0046,0.0088,0.0116,0.0105,0.0113,0.0072,0.0317,0.038,0.0291,0.0237,0.007,0.3244,0.1762,0.2155,0.0645,0.0144
192903,0.0002,0.0004,0.0008,0.0019,0.0032,0.0025,0.0042,0.0044,0.0041,0.0048,0.009,0.0116,0.0105,0.0113,0.0072,0.0313,0.0386,0.028,0.0238,0.0071,0.3213,0.1783,0.2158,0.065,0.0149
192904,0.0002,0.0004,0.0007,0.0018,0.0032,0.0024,0.004,0.0041,0.004,0.0046,0.0083,0.011,0.0102,0.0109,0.0068,0.0298,0.0365,0.028,0.0235,0.007,0.3207,0.1788,0.2232,0.065,0.0149
192905,0.0002,0.0003,0.0007,0.0019,0.0031,0.0023,0.004,0.0042,0.0039,0.0047,0.0079,0.0109,0.0104,0.0107,0.0068,0.0303,0.0361,0.0275,0.0218,0.0073,0.3225,0.181,0.222,0.0645,0.0151
192906,0.0002,0.0003,0.0006,0.0017,0.0028,0.0022,0.0037,0.0041,0.0036,0.0043,0.0078,0.0103,0.0102,0.0103,0.0066,0.0297,0.0341,0.0281,0.0218,0.0077,0.3211,0.1802,0.2267,0.0662,0.0157
192907,0.0001,0.0007,0.0009,0.0012,0.0025,0.002,0.0037,0.0039,0.0046,0.0042,0.0092,0.0125,0.0085,0.0103,0.0049,0.0329,0.0241,0.0382,0.0195,0.0086,0.3369,0.1518,0.1832,0.1154,0.0201
192908,0.0001,0.0007,0.0008,0.001,0.0025,0.0018,0.0037,0.0037,0.0044,0.0043,0.0088,0.0124,0.0083,0.0098,0.0052,0.0314,0.0238,0.0372,0.0192,0.0086,0.3318,0.1548,0.1859,0.1197,0.0202
192909,0.0001,0.0006,0.0007,0.001,0.0022,0.0017,0.0034,0.0034,0.0041,0.004,0.0083,0.0115,0.0081,0.0092,0.0048,0.0304,0.022,0.0357,0.0187,0.0085,0.3239,0.1585,0.1945,0.1251,0.0199
192910,0.0001,0.0006,0.0006,0.001,0.0021,0.0016,0.0035,0.0034,0.004,0.0041,0.0079,0.0121,0.0083,0.0094,0.0051,0.0324,0.0235,0.0359,0.0188,0.0084,0.3169,0.1611,0.1968,0.1228,0.0196
192911,0.0001,0.0005,0.0006,0.0009,0.0021,0.0016,0.0035,0.0032,0.0041,0.0042,0.007,0.0119,0.0089,0.0097,0.005,0.0275,0.0222,0.037,0.0201,0.0085,0.295,0.1582,0.2107,0.1349,0.0224
192912,0.0001,0.0004,0.0007,0.0009,0.0021,0.0015,0.0034,0.0033,0.0042,0.0041,0.0069,0.0118,0.0094,0.0102,0.0051,0.0268,0.0212,0.0383,0.0209,0.0086,0.2914,0.1498,0.2164,0.1389,0.0239
193001,0.0001,0.0004,0.0006,0.0008,0.002,0.0014,0.0031,0.003,0.0041,0.0039,0.0065,0.0115,0.0091,0.0097,0.0053,0.0273,0.0201,0.0365,0.0206,0.0094,0.2973,0.1526,0.2135,0.1376,0.0236
193002,0.0001,0.0004,0.0007,0.0009,0.0021,0.0014,0.0033,0.0031,0.0041,0.0042,0.0068,0.012,0.009,0.0092,0.0052,0.0278,0.02,0.0366,0.0203,0.0093,0.3029,0.1563,0.2047,0.1371,0.0224
193003,0.0001,0.0004,0.0007,0.0008,0.0021,0.0014,0.0033,0.0032,0.0041,0.0043,0.0068,0.0121,0.009,0.0093,0.0052,0.0273,0.0204,0.0352,0.0199,0.0092,0.3047,0.1596,0.2022,0.1357,0.0229
193004,0.0001,0.0004,0.0006,0.0009,0.0022,0.0013,0.0032,0.0034,0.0041,0.0043,0.0069,0.0122,0.009,0.0093,0.0056,0.0272,0.0201,0.0332,0.0207,0.0096,0.3033,0.158,0.21,0.1326,0.0218
193005,0.0001,0.0004,0.0006,0.0009,0.0021,0.0013,0.0031,0.0034,0.004,0.0042,0.0068,0.012,0.0088,0.0093,0.0056,0.0272,0.0193,0.0321,0.0202,0.0094,0.3088,0.1567,0.2157,0.1277,0.0207
193006,0.0001,0.0003,0.0006,0.0008,0.002,0.0012,0.0031,0.0032,0.0039,0.0041,0.0066,0.012,0.0085,0.0085,0.0057,0.0258,0.0188,0.0313,0.0204,0.009,0.3145,0.1586,0.2136,0.1266,0.0208
193007,0.0001,0.0001,0.0003,0.001,0.0025,0.0019,0.0029,0.0029,0.0042,0.0026,0.0059,0.0099,0.0091,0.009,0.0033,0.0257,0.0265,0.0273,0.0157,0.0042,0.4264,0.2255,0.1496,0.0414,0.0018
193008,0.0001,0.0001,0.0004,0.001,0.0024,0.0019,0.003,0.0029,0.0042,0.0025,0.006,0.01,0.0089,0.009,0.0032,0.0259,0.0266,0.0272,0.0154,0.0041,0.431,0.2229,0.1486,0.0406,0.0018
193009,0.0001,0.0001,0.0004,0.0009,0.0023,0.0019,0.003,0.0029,0.004,0.0025,0.0058,0.0099,0.0088,0.0089,0.0032,0.0263,0.0265,0.0266,0.0149,0.0043,0.4354,0.2215,0.1486,0.0398,0.0014
193010,0.0001,0.0001,0.0003,0.0009,0.0021,0.0018,0.0029,0.0028,0.0039,0.0023,0.0058,0.0095,0.0088,0.0086,0.0029,0.0261,0.0256,0.0264,0.0142,0.004,0.4347,0.2226,0.1537,0.0387,0.0011
193011,0.0001,0.0001,0.0003,0.0008,0.0021,0.0019,0.0028,0.0028,0.0038,0.0023,0.0055,0.0095,0.009,0.0083,0.0026,0.0254,0.0254,0.0267,0.0138,0.0038,0.429,0.2277,0.1566,0.0388,0.001
193012,0.0001,0.0001,0.0003,0.0008,0.0021,0.0018,0.003,0.0028,0.0038,0.0023,0.0056,0.0097,0.009,0.0088,0.0025,0.0259,0.0263,0.0267,0.0135,0.0039,0.4294,0.2307,0.1532,0.0369,0.0009
193101,0.0001,0.0001,0.0002,0.0008,0.0019,0.0016,0.0028,0.0026,0.0035,0.002,0.0054,0.0095,0.009,0.0083,0.0022,0.0257,0.0256,0.0255,0.013,0.0036,0.4393,0.2283,0.1531,0.0353,0.0007
